title;release_year;parental_guidelines;duration;genre;date_added;average_rating;description
Her Deadly Sugar Daddy;2020;TV-14;91 min;['Horror', 'Thriller'];June 15, 2021;;After graduating from college, 21-year-old Bridget moves to a new town. Desperately needing a job to support her budding writing career, she takes a job as an Executive Assistant to business tycoon Anthony Gloss.
Her Name Is Chef;2021;99 min;Genres:;['Documentaries'];June 15, 2021;;Her Name is Chef showcases 6 amazingly talented, inspiring, females of the kitchen. Each share their triumphs in cutting through the clichés of the restaurant industry, and explore how they broke down the doors to ‘earn’ the title of Chef.
Michael Smerconish: Things I Wish I Knew Before I Started Talking;2020;1 Season;Genres:;['Documentaries'];June 15, 2021;;Michael Smerconish celebrates his 30th year as a talk radio host in a dynamic one-man performance, recorded live during a pandemic. The result is both an intimate memoir and a unique explanation of the origin of a nation’s partisan divide.
Nasrin;2020;91 min;Genres:;['Documentaries'];June 15, 2021;;Secretly filmed in Iran: an immersive portrait of courageous human rights activist and political prisoner, Nasrin Sotoudeh, and Iran’s remarkable women’s rights movement. Narrated by Olivia Colman.
The Obituary of Tunde Johnson;2019;104 min;Genres:;['Drama', 'LGBTQ+', 'Thriller'];June 15, 2021;;A wealthy, Nigerian-American teen is pulled over by police, shot to death and immediately awakens, reliving the same day over and over, trapped in a terrifying time loop - forced to confront difficult truths about his life and himself.
Rūrangi;2021;1 Season;Genres:;['Documentaries', 'International', 'LGBTQ+'];June 14, 2021;;After skipping town a decade ago, transgender activist Caz Davis returns to the remote, politically divided dairy community of Rūrangi, hoping to reconnect with his estranged father, who hasn’t heard from him since before Caz transitioned.
The Housewife and the Hustler;2021;;Genres:;['Documentaries'];June 14, 2021;;"ABC News Originals goes inside the real-life legal drama facing the husband of ""The Real Housewives of Beverly Hills"" cast member Erika Jayne, legal titan Tom Girardi. Once considered a crusader of justice, Girardi now stands accused of embezzling from the victims he swore to protect."
Blindspotting;2021;TV-MA;1 Season;['Comedy', 'Drama'];June 13, 2021;;"“Blindspotting” centers on Ashley, who is nipping at the heels of a middle-class life in Oakland until Miles, her partner of 12 years and father of their son, is suddenly incarcerated, leaving her to navigate a chaotic and humorous existential crisis when she is forced to move in with Miles’ mother and half-sister. The series stars Jasmine Cephas Jones as “Ashley”; Benjamin Turner as “Earl,” who is fresh out of prison, wearing an ankle monitor and just trying to kill time and lay low; Candace Nicholas-Lippman as “Janelle,” Ashley’s close friend who’s just returned to the neighborhood after spending many years in Bali; Jaylen Barron as “Trish,” Miles’ half-sister, Atticus Woodward as “Sean,” Ashley and Miles’ sweet, smart and energetic son; Helen Hunt as “Rainey,” Miles’ mother who has strong opinions; and Rafael Casal who reprises his role as “Miles,” Ashley’s ride-or-die partner and father of their son."
Willy's Wonderland;2021;89 min;Genres:;['Action', 'Horror'];June 13, 2021;;A loner (Nic Cage) wages war against possessed animatronic mascots while trapped inside Willy's Wonderland, an abandoned family fun center.
Come True;2020;105 min;Genres:;['Horror', 'Science Fiction'];June 11, 2021;;Looking for an escape from her recurring nightmares, 18-year-old Sarah submits to a university sleep study, but soon realizes she's become the conduit to a frightening new discovery.
House Rules;2020;1 Season;Genres:;['Reality'];June 10, 2021;;Eight couples put their most important possession – their homes – on the line, for a huge, life-changing cash prize. In Season Eight, the couples’ first task is to renovate a penthouse apartment, following five house rules created by the judges. Over two sets of rounds, two couples are eliminated. The six remaining couples then travel around the country to completely renovate each other’s homes. Every week, one couple hands over the keys of their home to their competitors, to transform every room in their house in seven days – in any way they want. renovation in seven days. Each homeowner issues their own set of ‘House Rules’ – a list of do’s and don’ts. But rules are meant to be broken! How far can each team go to transform their homes? Will the teams return to a dream house or to their worst nightmare? A group of home professionals – British design star Laurence Llewelyn-Bowen, interior designer Kyly Clarke and home builder Saul Myers – and the homeowners judge the results.
Sarah Beeny's Renovate Don't Relocate;2019;2 Seasons;Genres:;['International', 'Reality'];June 10, 2021;;Expert developer and TV host Sarah Beeny comes to the aid of homeowners living in a property that no longer works for them. From newlyweds and new parents, to people who work from home, she shows them how a little design know-how can improve their lifestyle, save them money and prevent them having to move home.
The Great House Revival;2018;2 Seasons;Genres:;['Lifestyle & Culture', 'Reality'];June 10, 2021;;Presented by architect Hugh Wallace, this charming series follows six homeowners in Ireland as they try to restore and transform their derelict properties into comfortable homes fit for the 21st century – while saving a piece of the country’s architectural heritage.
Trust;2021;94 min;Genres:;['Drama', 'Romance'];June 10, 2021;;In this sexy and twisty ride, New York gallery owner Brooke and her husband Owen each face exceptional temptations, with most unexpected results.
Two of Us;2019;95 min;Genres:;['Drama', 'International', 'LGBTQ+'];June 10, 2021;;Two retired women, Nina and Madeleine, have been secretly in love for decades. Everybody thinks they are simply neighbors, sharing the top floor of their building, until an unforeseen event tests their relationship.
The Croods: A New Age;2020;PG;95 min;['Action', 'Adventure', 'Comedy'];June 9, 2021;;In search of a new home, the Croods encounter the more sophisticated Betterman family. A new threat forces the two families to set aside their differences to avoid extinction.
Killer Women with Piers Morgan;2017;TV-14;2 Seasons;['Crime', 'Documentaries'];June 8, 2021;;Killer Women with Piers Morgan explores the world of female killers, digging in on motives and reasons why they ultimately commit the crime of murder.
The American Royal Baby;2021;;Genres:;['News'];June 7, 2021;;An insider's look at the life Prince Harry and Meghan Markle's new daughter has as the first American born into the senior British Royal family in the U.S.
The Insider: Reggie Yates;2016;2 Seasons;Genres:;['Crime', 'Documentaries'];June 7, 2021;;The Insider sees TV presenter Reggie Yates live life for real inside some of the world’s most brutal institutions.
Tom Kerridge's American Feast;2019;1 Season;Genres:;['Documentaries'];June 7, 2021;;The USA has given us some of the most famous foods on the planet. But beyond popcorn, burgers and hot dogs, how much do we really know about American cuisine? In this 10-part series, top chef Tom Kerridge travels from coast to coast across America to find the country’s best kept food secrets. From comforting pancakes and maple syrup in Vermont to meaty tacos in Tucson, this is an exciting culinary adventure to unearth the United States’ best recipes and flavours. Travelling East to West, Tom’s journey captures the heart and soul of American food. From rustling up conch fritters in the Florida Keys and sampling soul food in Oakland to cooking up mountain elk in Colorado – each sizzling episode will feature stunning locations and iconic American cuisine. Every show, Tom will experience delicious dishes with the help of local chefs and home-grown cooks. Whether they’re a street food extraordinaire or a high-end restaurateur, Tom will bring out their captivating personal stories. We’ll see him gathering ingredients out in the Tucson desert, fishing in the Florida Keys, sculpting pierogi in Pittsburgh’s Polish district, and foraging along the California coastline – in each place delving into the fascinating histories of each area’s distinctive cuisine. In each episode he’ll take all he’s learned back to his studio kitchen, combining it with two decades of experience in Britain’s best kitchens, to create mouth-watering dishes that you can make at home. Iconic locations and flavour-packed recipes, Tom Kerridge’s American Feast is a taste-bud tickling adventure into some of the world’s best-loved foods.
Little Birds;2020;1 Season;Genres:;['Drama', 'Romance'];June 6, 2021;;“Little Birds” follows New York heiress Lucy Savage (Juno Temple) fresh off the transatlantic steamer and ready for love and marriage in exotic climes. But when her husband Hugo (Hugh Skinner) does not receive her in the way she expected, she spins off into the surprising, diverse and degenerate world of Tangier in 1955. Period drama about an ingénue abroad this is not. Instead, “Little Birds” is a modern tale of a woman losing and then finding herself down a mesmerizing rabbit hole. What Lucy discovers is a world in flux, a country quivering on the cusp of independence, populated by a myriad of characters including a provocative dominatrix, Cherifa Lamor (Yumna Marwan) who particularly captures Lucy’s imagination. “Little Birds” is a bold and subversive re-invention of melodrama for our times that takes the audience on a witty, moving and provocative journey towards freedom and independence.
The Kings;2021;1 Season;Genres:;['Documentaries', 'Sports'];June 6, 2021;;A four-part series showcasing four champions who ushered in a boxing renaissance. As the recession of the late 70s gave way to the capitalism of the 80s, the underrepresented yearned for someone to fight for them. Amidst this backdrop, Roberto Duran, Marvelous Marvin Hagler, Thomas Hearns and Sugar Ray Leonard became the people?s champions and revitalized the sport of boxing. Through in-depth interviews and archival footage, the series showcases their incredible achievements in the ring as well as their personal battles outside of it.
Cricket;2022;;Genres:;['Sports'];June 4, 2021;;Cricket
Juan Luis Guerra 4.40: Entre Mar y Palmeras;2021;TV-PG;;['Documentaries', 'International', 'Latino'];June 4, 2021;;Juan Luis Guerra and his band perform a mix of new and classic hits in this concert from the Dominican Republic. Premieres June 3.
A Glitch in the Matrix;2021;109 min;Genres:;['Documentaries'];June 3, 2021;;Are we living in a simulation? Filmmaker Rodney Ascher (ROOM 237, THE NIGHTMARE) wrestles with this existential question in his latest documentary, a multimedia journey that's part sci-fi mind-scrambler, part true-crime horror story.
Night of the Kings;2020;TV-MA;93 min;['Drama', 'International'];June 3, 2021;;A young man is sent to a prison in the middle of the Ivorian forest ruled by its inmates. As tradition goes with the rising of the red moon, he is designated by the Boss to be the new “Roman” and must tell a story to the other prisoners.
America's Got Talent;2006;TV-14;1 Season;['Family', 'Music', 'Reality'];June 2, 2021;5.6/10;America votes in the ultimate talent show to determine which act deserves a million dollars.
E60;2017;2 Seasons;Genres:;['Documentaries', 'Sports'];June 2, 2021;;ESPN's award-winning primetime news magazine show featuring the biggest names and the best stories in sports.
E60;2017;5 Seasons;Genres:;['Documentaries', 'Sports'];June 2, 2021;;ESPN's award-winning primetime news magazine show featuring the biggest names and the best stories in sports.
American Ninja Warrior;2012;TV-PG;1 Season;['Action', 'Adventure', 'Family'];June 1, 2021;6.7/10;American competitors face the world's most difficult obstacle course in Japan for the chance to win $500,000.
Changing the Game;2021;TV-14;91 min;['Documentaries'];June 1, 2021;;CHANGING THE GAME takes us into the lives of three high school athletes – all at different stages of their athletic seasons, personal lives, and unique paths as transgender teens.
Drag SOS;2019;1 Season;Genres:;['Reality'];June 1, 2021;;Narrated by Hugh Bonneville (Downton Abbey), this outrageous and emotional series follows inspiring drag queens Cheddar Gorgeous and Anna Phylactic along with their authentic drag family as they embark on their first ever glamorous national road trip. Their aim: To unleash Britain’s inner drag – and help ordinary Brits go on a voyage of self-discovery as they transform into a bigger, better, drag-enhanced version of themselves. Funny, glamorous and razor sharp drag queens Cheddar Gorgeous, Anna Phylactic and The Family live in Manchester where they host the monthly “Cha Cha Boudoir,” and teach unconfident and uncertain guests how to dress, make up and unleash their inner diva, a journey they’ve made themselves. Drag is about finding your most glamorous route to self-confidence and The Family tours Britain in their bus to work with people with their own stories to tell. Can they convince the unconstructed man, the downtrodden woman, and the anxious teenager to come together and unleash a new side of themselves? Each show sees them work within a community, leading to a huge lip sync performance, in front of family, friends and the locals from the town who witness a transformation they could never have imagined.
HouseBroken;2021;TV-PG;1 Season;['Adult Animation', 'Comedy', 'Sitcom'];June 1, 2021;;"""HouseBroken"" is an animated series following a group of neighborhood pets and stray animals as they work through their issues inside and outside their therapy group. Honey, a standard poodle, opens her living room for the group to come and support each other through the misery, mayhem and majesty that is being a pet. Honey also struggles with her own problems, such as her arranged (by her human) marriage with Chief, a sloppy St. Bernard who enjoys eating socks and licking himself. The group includes Shel, a sex-positive tortoise with intimacy issues and a knack for choosing unconventional partners; Tabitha, an aging Persian cat beauty queen, trying to adjust to life off the cat show circuit; The Gray One, a street smart cat who lives with about 30 other cats and has his one eye on Tabitha; Chico, a chonky, co-dependent and very naive cat; and the group's newest member, Diablo, an anxious, sweater-wearing terrier who has an obsessive compulsive disorder."
Inside Missguided;2020;1 Season;Genres:;['Reality'];June 1, 2021;;Nitin Passi, CEO and Founder of Britain’s fastest growing fashion brand, has set his sights on becoming the first British Asian Billionaire. To get there, he and his predominantly all-female workforce must take risks. But after eight years of enormous success, Missguided crashed. They lost £26 million in 2018 and Nitin is now spending more than ever before to bring his business back to glory. This is an exploration of one of the UK’s fastest growing and most profitable industries: fast fashion. An industry that’s dominated by young entrepreneurial British Asians. Whilst there’s an extraordinary story to be told in the success and future plans of Missguided, there’s a cost beyond the price tag. The company must address the way it operates globally, and how to move forward in an everchanging, ever-ethical clothing industry.
Into;2020;1 Season;Genres:;['Documentaries'];June 1, 2021;;Documentary on the world of BDSM and kink.
Savage State;2019;121 min;Genres:;['Adventure', 'Drama'];June 1, 2021;;American Civil War breaks out and a family of French colonists decides to go back to France. Edmond, Madeleine, and their three daughters have to cross the whole country to reach New-York, led by the mysterious and dangerous mercenary, Victor.
Sex Party 101;2019;1 Season;Genres:;['Documentaries'];June 1, 2021;;An honest exploration of sex clubs, from etiquette standards to daily life. This documentary breaks taboos to search for the truth.
The World to Come;2020;R;105 min;['Drama', 'LGBTQ+', 'Romance'];May 31, 2021;;Abigail is a grieving wife whose life changes with the arrival of a new neighbor, Tallie. As the two women fall in love against the backdrop of the 19th century Northeast, their connection intensifies inciting jealousy from their husbands.
Lavell Crawford: The Comedy Vaccine;2021;TV-MA;;['Comedy', 'Stand Up'];May 28, 2021;;Lavell Crawford focuses on COVID-19, mask culture and fatherhood.
My 600-lb Life;2014;TV-PG;2 Seasons;['Documentaries', 'Health & Wellness', 'Lifestyle & Culture'];May 28, 2021;;Follow the lives of morbidly obese individuals, each weighing over 600lbs. Through their year-long journeys, they attempt to lose thousands of pounds collectively, to survive. These stories are about much more than weight loss, they’re about heart.
The Vigil;2019;PG-13;90 min;['Horror', 'Thriller'];May 28, 2021;;Called to stand watch overnight to a deceased member of his former Orthodox Jewish community, a young man comes to feel an inescapable supernatural presence in the house.
Unusual Suspects;2010;TV-14;8 Seasons;['Crime', 'Documentaries', 'Mystery'];May 28, 2021;7.4/10;Just when you thought you knew who did it, a tip comes in that changes the direction of the case and shifts suspicions. Find out who really did it on Unusual Suspects.
Unusual Suspects: Deadly Intent;2017;1 Season;Genres:;['Crime', 'Documentaries', 'Drama'];May 28, 2021;;Unusual Suspects showcases some of the most daunting investigations in modern law enforcement. Each episode unfolds through first-person accounts of the police who worked the case, as well as emotional interviews with friends and family of the victim.
Crime Scene Kitchen;2021;TV-PG;1 Season;['Cooking & Food', 'Lifestyle & Culture', 'Reality'];May 27, 2021;;Bakers must decode what type of dessert was made using just crumbs and a few elusive clues.
Narco Wars;2020;TV-14;2 Seasons;['Crime', 'Documentaries', 'Drama'];May 27, 2021;8.5/10;NARCO WARS explores how opportunistic smuggling networks in Latin America turned into powerful and ruthless drug cartels with unprecedented power.
The Bold Type;2017;TV-14;5 Seasons;['Black Stories', 'Drama', 'Lifestyle & Culture'];May 27, 2021;7.9/10;"The Bold Type reveals a glimpse into the outrageous lives and loves of those responsible for the global women's magazine, ""Scarlet."" The rising generation of Scarlet women leans on one another as they find their own voices in a sea of intimidating leaders. Together they explore sexuality, identity, love and fashion."
Mr Inbetween;2018;TV-MA;3 Seasons;['Crime', 'Drama'];May 26, 2021;8.7/10;Hardened by the prison system and his experiences dealing with it, criminal for hire Ray Shoesmith learns how to deal with life in the real world away from the bars of prison, where actions always have consequences.
Baewatch: Parental Guidance;2019;1 Season;Genres:;['Reality'];May 25, 2021;;Self-styled “perfect” couples put their relationships to the test on a romantic getaway in the sun, without realizing that their families are the ones testing them. After two days the family members must come clean and share what they now really think of the couple but not before making them watch back every last embarrassing detail of their holiday romance.
Escape from the City;2019;1 Season;Genres:;['Lifestyle & Culture'];May 25, 2021;;A timely “how to” guide, packed full of expert advice and industry insights for those seeking a different way of life. A host guides a family, couple, or individual through their life-changing decision to escape the city and move to coastal, country, or regional Australia. Along the way they sample local delights and visit local attractions to get a feel for the area they are planning on moving to.
The Farmer Wants A Wife;2007;4 Seasons;Genres:;['Reality', 'Romance'];May 25, 2021;;Six single farmers embark on a quest to find romance and hopefully everlasting love. At each stage the heat is turned up, but eventually one lucky lady is chosen for each farmer. Will this be the end or the beginning of a new life together?
The Ultimate Fighter: Through The Years;2021;;Genres:;['Sports'];May 25, 2021;;After 13 years and 28 seasons, The Ultimate Fighter is making its much-anticipated return. But before launching into a bigger and bolder 29th season we're taking a look back at the history of the groundbreaking show.
Vanguard;2020;108 min;Genres:;['Action', 'Thriller'];May 24, 2021;;Covert security company Vanguard is the last hope of survival for an accountant after he is targeted by the world's deadliest mercenary organization.
Flatbush Misdemeanors;2021;TV-MA;1 Season;['Comedy'];May 21, 2021;;Rising comedians Dan Perlman and Kevin Iso play fictionalized versions of themselves: neighborhood best friends and urban millennials hilariously climbing the ladder to nowhere in the irreverent new comedy series FLATBUSH MISDEMEANORS. But even inside the losing, Dan and Kevin find there are little wins that come from tackling hipsters, mental health issues and the rising tide of gentrification.
Golf;2022;;Genres:;['Sports'];May 21, 2021;;Golf
Marvel's M.O.D.O.K.;2021;TV-MA;1 Season;['Adult Animation', 'Comedy', 'Science Fiction'];May 21, 2021;;Taking over the world has never felt farther away as the megalomaniacal super villain M.O.D.O.K. struggles to maintain control over his evil organization and his demanding family.
My Little Pony: Pony Life en Español;2020;1 Season;Genres:;['Kids', 'Latino'];May 18, 2021;;¡Descubre el lado divertido de la amistad con My Little Pony: Pony Life! Así como van a la casa de una amiga después de la escuela, las ponys pasan la mayor parte del tiempo en Sugarcube Corner. Aquí, Pinkie Pie sirve pastelitos congelados a sus mejores clientes del mundo: ¡sus amigas! Juntas, las Mane 6 se encuentran con todo tipo de adivinanzas con pastelitos, glaseados desastrosos, deliciosos desastres y percances mágicos. Y gracias a una misteriosa fuente de pociones mágicas, las aventuras cotidianas se volverán desopilantes!
Supernova;2020;R;95 min;['Drama', 'LGBTQ+', 'Romance'];May 18, 2021;;Sam and Tusker are traveling across England, making the most of their time left together as a serious diagnosis tests their love.
Supernova en Español;2020;R;95 min;['Drama', 'LGBTQ+', 'Romance'];May 18, 2021;;Sam y Tusker son pareja desde hace 20 años. Desde que a Tusker hace dos años le diagnosticaran alzheimer en su fase temprana, el tiempo que pasan juntos es lo más importante que tienen.
A Perfect Ending;2012;110 min;Genres:;['Drama', 'LGBTQ+', 'Romance'];May 15, 2021;;From writer-director Nicole Conn comes the edge-of-your-seat lesbian glossy, sexy and fun romantic drama. When straight and married Rebecca seeks out the sexual services of high-priced call girl Paris she isn’t expecting to fall in love.
Cowboys;2020;86 min;Genres:;['Action', 'Adventure', 'Drama'];May 15, 2021;;In Montana, a father tries to liberate his young transgender son by taking him to Canada, but as a frustrated female detective spearheads an investigation, she discovers that the child’s family situation is more complicated than she thought.
Galacticos;2021;1 Season;Genres:;['Documentaries', 'Latino', 'Sports'];May 15, 2021;;This three-part documentary series charts Florentino Perez’ first term as president of Real Madrid and the Galactico revolution he oversaw to make Real Madrid the most glamorous and successful football club the world has ever seen.
Galacticos;2021;1 Season;Genres:;['Sports'];May 15, 2021;;This three-part documentary series charts Florentino Perez’ first term as president of Real Madrid and the Galactico revolution he oversaw to make Real Madrid the most glamorous and successful football club the world has ever seen.
Good Kisser;2019;75 min;Genres:;['Comedy', 'Drama', 'LGBTQ+'];May 15, 2021;;Kate and Jenna want to spice up their relationship by opening it up to a third and plan a date with the enchanting Mia.
LaLiga Center;2019;;Genres:;['Sports'];May 15, 2021;;A closer look at LaLiga's best goals, best U.S. players in league history, and more.
LaLiga Top Moments;2019;1 Season;Genres:;['Latino', 'Sports'];May 15, 2021;;Ranking the most legendary matches, players and stories in Spanish football.
LaLiga Top Moments;2019;1 Season;Genres:;['Sports'];May 15, 2021;;
Mosquita y Mari;2012;85 min;Genres:;['Drama', 'LGBTQ+', 'Romance'];May 15, 2021;;This touching coming of age tale follows a pair of Latina teens in Southeast Los Angeles – straight A student Mosquita and struggling tough girl Mari – who begin studying together, then gradually fall in love.
Pride;2021;TV-MA;1 Season;['Documentaries', 'LGBTQ+'];May 15, 2021;;“PRIDE” is a six-part documentary series chronicling the struggle for LGBTQ+ civil rights in America from the 1950s through the 2000s. Six renowned LGBTQ+ directors explore heroic and heartbreaking stories that define us as a nation. The limited series spans the FBI surveillance of homosexuals during the 1950s Lavender Scare to the “Culture Wars” of the 1990s and beyond, exploring the queer legacy of the Civil Rights movement and the battle over marriage equality. The evolution of trans rights and identities through the decades is charted through interviews and archival footage of pioneers including Christine Jorgensen, Flawless Sabrina, Ceyenne Doroshow, Susan Stryker, Kate Bornstein, Dean Spade and Raquel Willis.
Reaching for the Moon;2013;114 min;Genres:;['Documentaries', 'Drama', 'LGBTQ+'];May 15, 2021;;A chronicle of the complicated love affair between Pulitzer Prize-winning American poet (and lesbian) Elizabeth Bishop and acclaimed Brazilian architect Lota de Macedo Soares.
Tru Love;2013;88 min;Genres:;['Drama', 'LGBTQ+', 'Romance'];May 15, 2021;;Tru is a serial bed-hopping lesbian who cannot commit to a relationship or a job. Then she meets Alice, a beautiful widow and her good friend’s mother. Tru and Alice strike up an unlikely relationship.
UFC 262;2021;;Genres:;['Sports'];May 15, 2021;;UFC 262
United States of LaLiga;2019;;Genres:;['Sports'];May 15, 2021;;A showcase of unique stories about LaLiga fans across North America.
MLK/FBI;2020;106 min;Genres:;['Black Stories', 'Documentaries'];May 14, 2021;;Based on recently declassified files, Oscar-nominated filmmaker Sam Pollard explores the US government's surveillance and harassment of Martin Luther King, Jr.
Death Valley Days;1952;TV-PG;13 Seasons;['Action', 'Adventure'];May 13, 2021;;Anthology series which chronicles the lives & adventures of 1800s Westerners.
Some Kind of Heaven;2020;83 min;Genres:;['Documentaries'];May 13, 2021;;Behind the gates of a palm tree-lined fantasyland, four residents of America’s largest retirement community – The Villages, FL – strive to find happiness and meaning.
The Crime of the Century;2021;1 Season;Genres:;['Documentaries'];May 11, 2021;;Alex Gibney explores the origins, extent and fallout of America's opioid epidemic in this riveting two-part documentary.
Little Fish;2020;101 min;Genres:;['Drama', 'Romance', 'Science Fiction'];May 7, 2021;;As a memory loss virus runs rampant, one couple fights to hold their relationship together before the disease can erase all memory of their love in this sweeping sci-fi romance.
State of Boxing;2021;;Genres:;['Sports'];May 7, 2021;;Go inside the ropes with the latest news and notes around the world of the sweet science, anchored by ESPN's boxing experts and analysts including former world champion Timothy Bradley Jr. and Hall of Famer Andre Ward.
Shadow in the Cloud;2020;R;83 min;['Action', 'Adventure', 'Horror'];May 5, 2021;;A female WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight.
Love Sarah;2020;98 min;Genres:;['Comedy', 'Romance'];May 4, 2021;;A young woman wishes to fulfill her mother's dream of opening her own bakery in Notting Hill, London. To do this, she enlists the help of an old friend and her grandma.
Naked and Afraid;2013;TV-14;2 Seasons;['Adventure', 'Documentaries', 'Reality'];May 4, 2021;6.7/10;Strangers find themselves stranded in some of the world’s most remote areas with no water, no tools – and no clothes.
Pikwik Pack;2020;TV-Y;1 Season;['Adventure', 'Kids'];May 4, 2021;;Suki the hedgehog, Axel the raccoon, Tibor the hippo and Hazel the cat deliver magical packages filled with love to the kind citizens of Pikwik. Every day, a new surprise package arrives. The team might face rough rapids, stormy skies, or a foggy forest, but when they work together, they always deliver! Each delivery is chock-full of big adventures, silly hijinks, and heartfelt charm that will entertain while underscoring the value of community, responsibility and teamwork.
The Legend of Baron To'a;2020;106 min;Genres:;['Action', 'Comedy'];May 3, 2021;;When his late father’s championship belt is stolen by a ruthless gang, a displaced Tongan man must defeat the kingpin and get the title back.
Bad Girls Club;2006;TV-14;4 Seasons;['Comedy', 'Reality'];May 1, 2021;;"From Bunim-Murray, the producers of ""The Real World"" comes Oxygen's reality series, The Bad Girls Club. These women have issues with anger, trust and control, and claim they want to change. Will living together help them move forward and turn their lives around – or will chaos rule?"
Blind Date;2019;TV-14;1 Season;['Comedy', 'Reality', 'Romance'];May 1, 2021;;In the age of social media where preconceived notions dominate and dating apps thrive on a swipe left or right, hopeful singles looking to form a true connection – or perhaps just any connection – take the ultimate plunge when they embark on a blind date.
Dating: No Filter;2019;TV-14;2 Seasons;['Comedy', 'Reality', 'Romance'];May 1, 2021;;Comedians watch singles as they go on dates, providing unfiltered commentary on all the shock and awe that you the viewer are already thinking. The funny, the cringe-worthy and the brutally honest. Welcome to Dating: No Filter.
Dr. Bird's Advice for Sad Poets;2021;R;109 min;['Comedy', 'Drama'];May 1, 2021;;In the emotionally charged, wild and humorous world of sixteen year old James Whitman, we see his struggle to overcome anxiety and depression by seeking advice from Dr. Bird - an imaginary pigeon therapist - in the wake of his sister's disappearance.
Grudge Match;2013;PG-13;113 min;['Comedy', 'Sports'];May 1, 2021;;Bitter former boxing rivals Robert De Niro and Sylvester Stallone step into the ring as senior citizens to settle a 30-year-old score.
I Am Cait;2015;TV-14;2 Seasons;['Documentaries', 'Drama', 'LGBTQ+'];May 1, 2021;3.2/10;Living for the first time as the person she feels she was born to be, the docu-series will also explore what Cait's transition means for the people in her life.
I Love You Phillip Morris;2010;R;98 min;['Comedy', 'Drama', 'LGBTQ+'];May 1, 2021;;Jim Carrey shines as a man who comes out of the closet, goes on a spree as a con man and later finds love in prison.
Married to Medicine;2013;TV-14;6 Seasons;['Reality', 'Romance'];May 1, 2021;;The docu-series, which takes viewers inside the fast-paced and drama-filled social scene of Atlanta's exclusive medical inner circle. The series follows the lives of six successful women, including doctors and wives of doctors, as they juggle their careers, family and social calendars.
Shahs of Sunset;2012;TV-14;6 Seasons;['Reality', 'Romance'];May 1, 2021;;Shahs of Sunset follows a group of friends who are trying to juggle their active social lives and up-and-coming careers while balancing the demands of their families and traditions. These passionate socialites are fervent on the dating and party scene, but seeking approval from their family they face pressures to settle down and marry within the community. From outings on Rodeo Drive to traditional Persian feasts at home, this series celebrates the unique lifestyle of a group of friends who have worked har
Texicanas;2019;TV-14;1 Season;['Reality'];May 1, 2021;;The series follows a stylish group of San Antonio sophisticates as they try to balance their social lives and the demands of raising a family. But, it's their shared experience of facing the ongoing challenges of American culture, while still finding ways to honor their heritage and traditions that bonds these ladies with a connection that runs deeper than friendship.
The Judge;2014;R;142 min;['Crime', 'Drama'];April 30, 2021;;Hotshot lawyer Robert Downey Jr. must confront his strained relationship with his father – a local judge – upon his return home.
The Night;2020;105 min;Genres:;['Horror', 'Thriller'];April 30, 2021;;A couple becomes trapped in a hotel with their demons – real and imagined – until they can confront the secrets in their marriage in this mind-bending supernatural thriller.
The Handmaid's Tale;2017;TV-MA;4 Seasons;['Drama', 'Science Fiction'];April 28, 2021;8.3/10;EMMY® NOMINATED A woman forced into sexual servitude struggles to survive in a terrifying, totalitarian society.
Exposure;2021;1 Season;Genres:;['Lifestyle & Culture', 'Reality'];April 26, 2021;;8 photographers. 1 shot at the ultimate exposure. Exposure is a competition series where contestants compete for a photography gig that could change one of their lives forever. They’ll put their creativity - and their emotions - on the line in a series of challenges that cover every aspect of phone photography - from art and food to sports and music. It’s time to take your best shot.
Una Familia Moderna;2014;11 Seasons;Genres:;['Comedy', 'Latino', 'Sitcom'];April 25, 2021;;Una Familia Moderna es una serie cómica que muestra a tres familias diferentes a través de la lente de un documentalista y su equipo. Jay Pritchett (Ed O’Neill) es el patriarca de esta familia moderna complicada, desorganizada y amorosa.
Wild Mountain Thyme;2020;PG-13;102 min;['Comedy', 'Romance'];April 25, 2021;;Rosemary has her heart set on winning Anthony’s affections. Having been stung by his father’s plan to sell his farm in Ireland to his American nephew, Anthony is jolted into pursuing his dreams.
Billie;2019;98 min;Genres:;['Black Stories', 'Documentaries', 'Music'];April 23, 2021;;Billie Holiday had one of the greatest voices of all time. This film chronicles her amazing story featuring remastered performances and interviews from musical greats.
Better Days;2019;PG;136 min;['Drama'];April 22, 2021;;The relentlessly bullied Nian finds solace in petty criminal Bei while preparing for her college entrance exam. Before they can run off together, they are pulled into a murder investigation, altering their lives forever.
Breaking Fast;2020;92 min;Genres:;['Comedy', 'Drama', 'LGBTQ+'];April 22, 2021;;Mo, a practicing Muslim living in West Hollywood, is learning to navigate life post heartbreak. Enter Kal, an All-American guy who surprises Mo by offering to break fast with him during the holy month of Ramadan.
Greta Thunberg: A Year to Change the World;2021;TV-PG;1 Season;['Documentaries'];April 22, 2021;;Follow climate activist Greta Thunberg as she takes a year off school to explore the science of global warming and challenge world leaders, calling for action on climate change.
